port,espece_categorie,ca_2024_kdh,ca_2025_kdh,vol_2024_t,vol_2025_t,delegation,ca_diff_kdh,reduction_pct
MG OUJDA,CEPHALOPODES,282.70500000000004,252.176,34.67,21.558,ORIENTALE,-30.529000000000053,-10.79888930156879
MG OUJDA,AUTRE,14.62,39.3666,1.6660000000000001,4.1290000000000004,ORIENTALE,24.7466,169.265389876881
MG OUJDA,CRUSTACES,270.41099999999994,306.79400000000004,27.571999999999996,25.360000000000003,ORIENTALE,36.383000000000095,13.454704135556653
MG OUJDA,POISSON PELAGIQUE,7763.0289999999995,5925.72059,2496.4195,1523.9379999999999,ORIENTALE,-1837.3084099999996,-23.667416545783865
HALLE SIDIBOULFDAIL,POISSON PELAGIQUE,34.793310000000005,42.37773,8.520999999999999,10.123000000000001,MARRAKECH SAFI,7.584419999999994,21.798500918711078
HALLE SIDIBOULFDAIL,POISSON BLANC,558.69494,692.6166800000001,14.904499999999999,18.65,MARRAKECH SAFI,133.9217400000001,23.970458726545854
HALLE SIDIBOULFDAIL,CEPHALOPODES,4505.85175,4506.252479999999,66.11550000000001,53.2275,MARRAKECH SAFI,0.40072999999938475,0.008893546042640766
CAPI SIDIIFNI,POISSON PELAGIQUE,190141.58658,77918.1805,60521.229999999996,21327.296000000002,GON,-112223.40608,-59.02096858373653
HALLE SAFI,POISSON BLANC,57405.118619999994,57054.04533000001,1078.4245,1002.2234900000002,MARRAKECH SAFI,-351.0732899999857,-0.6115714041529242
HALLE SAFI,CRUSTACES,6602.07,2238.37382,89.5348,21.3891,MARRAKECH SAFI,-4363.69618,-66.09587871682669
HALLE SAFI,POISSON PELAGIQUE,1105.4986,1987.84792,139.2098,209.4819,MARRAKECH SAFI,882.34932,79.81460311211612
HALLE SAFI,CEPHALOPODES,91326.45765,112556.25938000002,1173.1034000000002,1216.0158000000004,MARRAKECH SAFI,21229.80173000002,23.246058454781227
HALLE SAFI,ALGUES,2833.272,2671.2,944.424,890.4,MARRAKECH SAFI,-162.07200000000012,-5.720312063225844
HALLE SAFI,COQUILLAGES,0.0,9.9,0.0,0.66,MARRAKECH SAFI,9.9,0.0
HALLE AMTAR,CEPHALOPODES,3228.3321299999993,2155.5570000000002,41.8005,24.141000000000002,TANGER TETOUAN AL HCOEIMA,-1072.775129999999,-33.23001125042234
HALLE AMTAR,POISSON BLANC,102.66333,98.086,6.542,3.8644999999999996,TANGER TETOUAN AL HCOEIMA,-4.5773300000000035,-4.458583215642823
HALLE AMTAR,COQUILLAGES,0.0,527.8380000000001,0.0,79.43599999999999,TANGER TETOUAN AL HCOEIMA,527.8380000000001,0.0
HALLE AMTAR,POISSON PELAGIQUE,97.235,122.17000000000002,6.819999999999999,12.317000000000002,TANGER TETOUAN AL HCOEIMA,24.935000000000016,25.64405820949248
HALLE AMTAR,CRUSTACES,0.5,0.0,0.005,0.0,TANGER TETOUAN AL HCOEIMA,-0.5,-100.0
MG MARRAKECH,POISSON BLANC,21537.225,22163.792999999998,2835.181,3099.345,MARRAKECH SAFI,626.5679999999993,2.909232735415075
MG MARRAKECH,CEPHALOPODES,883.0080000000002,553.24,30.520000000000003,32.464999999999996,MARRAKECH SAFI,-329.76800000000014,-37.34598101036458
MG MARRAKECH,POISSON PELAGIQUE,63143.86899999999,65002.94500000001,16208.417999999998,16508.589,MARRAKECH SAFI,1859.0760000000155,2.944190828724822
MG MARRAKECH,CRUSTACES,3081.7599999999998,2134.0,77.52399999999999,53.494,MARRAKECH SAFI,-947.7599999999998,-30.75385494003426
HALLE TARFAYA,CEPHALOPODES,180409.10554999998,193406.17008000004,2516.8431000000005,2399.5605000000005,LAAYOUNE SAKIA LHAMRA,12997.064530000061,7.204217597763077
HALLE TARFAYA,POISSON PELAGIQUE,30862.05995,43028.70164,2610.9520999999995,3140.0587,LAAYOUNE SAKIA LHAMRA,12166.64169,39.42264939447116
HALLE TARFAYA,CRUSTACES,2016.98633,2068.766,90.5204,115.69899999999998,LAAYOUNE SAKIA LHAMRA,51.779670000000124,2.567180016534873
HALLE TARFAYA,POISSON BLANC,48487.838650000005,69515.13554,2178.9519,3340.1877999999997,LAAYOUNE SAKIA LHAMRA,21027.296889999998,43.366125353166254
MG MEKNES,CEPHALOPODES,225.435,144.85999999999999,9.511999999999999,6.3340000000000005,CASA SETTAT,-80.57500000000002,-35.74200989198661
MG MEKNES,POISSON PELAGIQUE,20301.611999999997,24642.119,6797.4529999999995,8548.372,CASA SETTAT,4340.507000000001,21.38011011145323
MG MEKNES,CRUSTACES,765.81,559.63,15.510000000000002,11.866999999999999,CASA SETTAT,-206.17999999999995,-26.92312714642013
MG MEKNES,POISSON BLANC,4512.420999999999,6004.4039999999995,556.075,1023.6909999999999,CASA SETTAT,1491.9830000000002,33.063914027525364
MG MEKNES,AUTRE,0.21,0.0,0.003,0.0,CASA SETTAT,-0.21,-100.0
HALLE TIFNIT,POISSON BLANC,643.5895200000001,332.22567,16.767,7.858,SOUSS MASSA,-311.3638500000001,-48.37926043295423
HALLE TIFNIT,CEPHALOPODES,14008.202500000001,11174.905,160.942,108.1795,SOUSS MASSA,-2833.2975000000006,-20.225989023216936
HALLE TIFNIT,POISSON PELAGIQUE,76.497,20.885820000000002,11.5345,3.217,SOUSS MASSA,-55.61118,-72.69720381191419
HALLE TIFNIT,CRUSTACES,44.68155000000001,76.8559,0.22871,0.35609999999999997,SOUSS MASSA,32.17435,72.00813311087012
HALLE CHMAALA,POISSON BLANC,341.461,229.5025,7.364,6.5035,TANGER TETOUAN AL HCOEIMA,-111.95850000000002,-32.78807828712503
HALLE CHMAALA,CEPHALOPODES,10435.864749999999,9845.463,131.5585,110.50949999999999,TANGER TETOUAN AL HCOEIMA,-590.4017499999991,-5.657430065869713
HALLE CHMAALA,POISSON PELAGIQUE,53.805,252.061,4.416,29.928,TANGER TETOUAN AL HCOEIMA,198.256,368.47133166062633
HALLE CHMAALA,COQUILLAGES,1.195,2092.68,0.239,348.78,TANGER TETOUAN AL HCOEIMA,2091.4849999999997,175019.66527196649
HALLE IMOUTLAN,CEPHALOPODES,130793.59900000002,96477.05400000002,1466.6969999999997,931.8149999999998,DAKHLA OUED EDAHAB,-34316.545,-26.23717464950253
HALLE IMOUTLAN,POISSON PELAGIQUE,754.6185,174.09099999999998,122.8245,29.204,DAKHLA OUED EDAHAB,-580.5275,-76.9299321445207
HALLE IMOUTLAN,POISSON BLANC,5629.6645,2447.283,270.919,111.83900000000001,DAKHLA OUED EDAHAB,-3182.3815,-56.52879492197093
HALLE INOUARN,CEPHALOPODES,1109.8075000000001,2107.7385,15.5005,30.942000000000004,TANGER TETOUAN AL HCOEIMA,997.9309999999998,89.9192878044165
HALLE TANGER,POISSON PELAGIQUE,63552.14050000001,69118.6795,2211.0820000000003,2086.7805,TANGER TETOUAN AL HCOEIMA,5566.53899999999,8.759011035985466
HALLE TANGER,CRUSTACES,17543.05,16657.817,213.49450000000002,230.002,TANGER TETOUAN AL HCOEIMA,-885.2330000000002,-5.04606097571403
HALLE TANGER,CEPHALOPODES,26997.3595,34551.227199999994,459.67449999999997,407.0975,TANGER TETOUAN AL HCOEIMA,7553.867699999995,27.98002412050703
HALLE TANGER,POISSON BLANC,38600.9,41341.348990000006,566.5165,692.4830000000001,TANGER TETOUAN AL HCOEIMA,2740.4489900000044,7.099443251323166
HALLE LASSARGA,POISSON BLANC,58732.26627000001,32660.554429999997,12279.828500000001,8470.532500000001,DAKHLA OUED EDAHAB,-26071.71184000001,-44.39078124475037
HALLE LASSARGA,POISSON PELAGIQUE,2913.1949999999997,1512.8799999999999,313.72900000000004,167.5375,DAKHLA OUED EDAHAB,-1400.3149999999998,-48.06801467117718
HALLE LASSARGA,CEPHALOPODES,524525.9950700001,410366.08700000006,5759.5075400000005,3761.352,DAKHLA OUED EDAHAB,-114159.90807,-21.76439473791283
HALLE LASSARGA,COQUILLAGES,0.536,0.0,0.011,0.0,DAKHLA OUED EDAHAB,-0.536,-100.0
HALLE SOUIRIA KDIMA,POISSON PELAGIQUE,77.57137,75.45519,7.593,7.2955000000000005,MARRAKECH SAFI,-2.11618,-2.7280425755017603
HALLE SOUIRIA KDIMA,CRUSTACES,437.26857,212.82054000000002,1.9369999999999998,1.1035000000000001,MARRAKECH SAFI,-224.44803,-51.329559314084705
HALLE SOUIRIA KDIMA,ALGUES,3329.691,3621.114,1109.897,1207.038,MARRAKECH SAFI,291.42300000000023,8.752253587495064
HALLE SOUIRIA KDIMA,POISSON BLANC,16258.051899999999,11861.21946,419.90349999999995,284.311,MARRAKECH SAFI,-4396.832439999998,-27.044030041508226
HALLE SOUIRIA KDIMA,CEPHALOPODES,36697.01693,43860.799569999996,424.6055,428.21801,MARRAKECH SAFI,7163.782639999998,19.521430457590053
HALLE OUED LAOU,CEPHALOPODES,8281.6875,6586.8115,99.4025,70.2515,TANGER TETOUAN AL HCOEIMA,-1694.8760000000002,-20.465345981721722
HALLE OUED LAOU,ALGUES,0.0,475.03999999999996,0.0,23.752,TANGER TETOUAN AL HCOEIMA,475.03999999999996,0.0
HALLE OUED LAOU,COQUILLAGES,4.045,19.2085,0.809,3.1430000000000002,TANGER TETOUAN AL HCOEIMA,15.1635,374.87021013597035
HALLE OUED LAOU,POISSON BLANC,11.5,0.0,0.34500000000000003,0.0,TANGER TETOUAN AL HCOEIMA,-11.5,-100.0
HALLE AGLOU,POISSON BLANC,310.34014,297.87329,9.0945,7.5794999999999995,SOUSS MASSA,-12.466850000000022,-4.017156788032648
HALLE AGLOU,CEPHALOPODES,2712.66732,2393.07118,40.077,28.545,SOUSS MASSA,-319.5961400000001,-11.781619428363966
HALLE AGLOU,POISSON PELAGIQUE,220.27450999999996,162.2567,19.3095,12.205499999999999,SOUSS MASSA,-58.01780999999997,-26.33886689839872
HALLE AGLOU,CRUSTACES,2.21,2.752,0.0177,0.0183,SOUSS MASSA,0.5419999999999998,24.52488687782805
HALLE MOHAMMEDIA,CRUSTACES,20.24,11.54,0.07,0.044000000000000004,CASA SETTAT,-8.7,-42.984189723320156
HALLE MOHAMMEDIA,POISSON PELAGIQUE,42195.992099999996,50102.803850000004,8396.264,9571.436,CASA SETTAT,7906.811750000008,18.738300384694615
HALLE MOHAMMEDIA,CEPHALOPODES,2484.72343,2954.555,33.069,33.8535,CASA SETTAT,469.83156999999983,18.908807488485742
HALLE MOHAMMEDIA,POISSON BLANC,7315.8993900000005,8217.448550000001,250.25899999999996,347.476,CASA SETTAT,901.5491600000005,12.323148692180148
HALLE RAS KABDANA,CEPHALOPODES,13788.481,15045.897,185.4765,191.0035,ORIENTALE,1257.416000000001,9.119322135629016
HALLE RAS KABDANA,POISSON PELAGIQUE,3963.7789999999995,3578.1415000000006,460.33950000000004,368.34650000000005,ORIENTALE,-385.6374999999989,-9.729036356466871
HALLE RAS KABDANA,POISSON BLANC,47.383,36.989999999999995,5.104,4.776,ORIENTALE,-10.393000000000008,-21.934026971698724
HALLE RAS KABDANA,CRUSTACES,239.95999999999998,166.195,2.9995000000000003,2.1275,ORIENTALE,-73.76499999999999,-30.740540090015
MG TETOUAN,POISSON PELAGIQUE,36179.94639,32797.28938,8329.364000000001,7546.012,TANGER TETOUAN AL HCOEIMA,-3382.6570099999954,-9.349535716655868
MG TETOUAN,CRUSTACES,5336.5228,5961.6299,313.82300000000004,350.47399999999993,TANGER TETOUAN AL HCOEIMA,625.1071000000002,11.71375300785748
MG TETOUAN,CEPHALOPODES,1780.546,1343.7060000000001,133.84,118.22000000000003,TANGER TETOUAN AL HCOEIMA,-436.8399999999999,-24.534047421408932
MG TETOUAN,POISSON BLANC,13557.216900000001,15510.6848,2129.845,2441.1510000000003,TANGER TETOUAN AL HCOEIMA,1953.4678999999996,14.409062821735924
HALLE LMHIRIZ,CRUSTACES,8694.304,27122.161,99.277,302.34049999999996,DAKHLA OUED EDAHAB,18427.857,211.95321672672128
HALLE LMHIRIZ,CEPHALOPODES,46264.528000000006,13252.761,1076.222,355.719,DAKHLA OUED EDAHAB,-33011.76700000001,-71.35437975288541
HALLE LMHIRIZ,POISSON BLANC,21347.838789999998,17204.661,2151.621,1959.553,DAKHLA OUED EDAHAB,-4143.177789999998,-19.407949585701356
HALLE LMHIRIZ,POISSON PELAGIQUE,1930.3452100000004,1385.546,232.829,260.249,DAKHLA OUED EDAHAB,-544.7992100000004,-28.222890246662164
HALLE MY BOUSSELHAM,POISSON BLANC,1315.209,1384.8699999999997,27.503,27.567000000000004,CASA SETTAT,69.6609999999996,5.29657263598406
HALLE MY BOUSSELHAM,CEPHALOPODES,8715.064,14951.127000000002,112.57500000000002,156.56,CASA SETTAT,6236.063000000002,71.55498800697278
HALLE MY BOUSSELHAM,POISSON PELAGIQUE,0.09,0.9,0.01,0.04,CASA SETTAT,0.81,900.0000000000002
HALLE LAHDIDA,CEPHALOPODES,6269.018,17530.972,81.084,201.4315,CASA SETTAT,11261.954000000002,179.6446269575235
HALLE LAHDIDA,CRUSTACES,0.0,715.26,0.0,2.966,CASA SETTAT,715.26,0.0
HALLE LAHDIDA,ALGUES,1997.058,3468.6,665.6859999999999,1156.1999999999998,CASA SETTAT,1471.542,73.6854913577873
HALLE LAHDIDA,POISSON BLANC,55.68,0.0,3.636,0.0,CASA SETTAT,-55.68,-100.0
HALLE SIDIELGHAZI,CEPHALOPODES,77893.56349999999,59135.340500000006,1094.4684999999997,622.913,LAAYOUNE SAKIA LHAMRA,-18758.222999999984,-24.08186524936683
HALLE SIDIELGHAZI,POISSON BLANC,26931.36748,23303.68087,599.2560000000001,499.7780000000001,LAAYOUNE SAKIA LHAMRA,-3627.6866100000007,-13.470116631448528
HALLE SIDIELGHAZI,CRUSTACES,71.55550000000001,79.65,0.37450000000000006,0.48000000000000004,LAAYOUNE SAKIA LHAMRA,8.094499999999996,11.31219822375638
HALLE SIDIELGHAZI,POISSON PELAGIQUE,385.41178999999994,761.8444799999999,49.864,79.4705,LAAYOUNE SAKIA LHAMRA,376.4326899999999,97.67025808940613
HALLE CALAIRIS,CEPHALOPODES,8050.7695,13647.1425,134.39100000000002,206.15149999999997,TANGER TETOUAN AL HCOEIMA,5596.373,69.51351668930528
HALLE CALAIRIS,POISSON PELAGIQUE,897.4600000000002,742.34,81.208,65.632,TANGER TETOUAN AL HCOEIMA,-155.12000000000012,-17.284335792124452
HALLE CALAIRIS,POISSON BLANC,100.58,111.16,5.685999999999999,6.214,TANGER TETOUAN AL HCOEIMA,10.579999999999998,10.518989858818848
HALLE CALAIRIS,CRUSTACES,214.40000000000003,5.6,4.6899999999999995,0.07,TANGER TETOUAN AL HCOEIMA,-208.80000000000004,-97.38805970149254
HALLE SKHIRAT,POISSON PELAGIQUE,3.45,11.98,0.129,0.6845,CASA SETTAT,8.530000000000001,247.24637681159422
HALLE SKHIRAT,POISSON BLANC,71.36,228.661,1.4325,4.973,CASA SETTAT,157.301,220.43301569506727
HALLE SKHIRAT,ALGUES,557.478,532.56,185.826,177.51999999999998,CASA SETTAT,-24.918000000000006,-4.469772798209079
HALLE SKHIRAT,CEPHALOPODES,1735.8549999999998,2216.923,20.9695,21.83,CASA SETTAT,481.068,27.71360511102598
HALLE SKHIRAT,CRUSTACES,0.0,0.23,0.0,0.015,CASA SETTAT,0.23,0.0
CAPI TANTAN,POISSON PELAGIQUE,102614.47912,252842.44113999998,34146.939,68483.65000000001,GON,150227.96201999998,146.4003552990992
CAPI TANTAN,POISSON BLANC,2081.4739999999997,439.6828,157.25799999999998,55.884,GON,-1641.7911999999997,-78.87637318554063
HALLE AL HOCEIMA,POISSON PELAGIQUE,23612.40599999999,15557.739000000003,549.3319999999999,377.17199999999997,TANGER TETOUAN AL HCOEIMA,-8054.666999999989,-34.11201298165037
HALLE AL HOCEIMA,CEPHALOPODES,88412.094,82730.472,1405.8600000000001,1320.457,TANGER TETOUAN AL HCOEIMA,-5681.622000000003,-6.426295027012936
HALLE AL HOCEIMA,POISSON BLANC,13398.351499999999,15329.477499999999,349.0225,476.3230000000001,TANGER TETOUAN AL HCOEIMA,1931.1260000000002,14.413161201211958
HALLE AL HOCEIMA,CRUSTACES,6255.223000000001,7349.217,81.255,96.287,TANGER TETOUAN AL HCOEIMA,1093.9939999999988,17.48928855134339
HALLE DALIA,POISSON BLANC,162.635,39.79,2.6195,0.5429999999999999,TANGER TETOUAN AL HCOEIMA,-122.845,-75.53417161127679
HALLE DALIA,POISSON PELAGIQUE,2032.844,1178.6860000000001,41.5475,27.996000000000002,TANGER TETOUAN AL HCOEIMA,-854.1579999999999,-42.01788233627371
HALLE DALIA,CEPHALOPODES,140.28,411.595,2.317,6.055,TANGER TETOUAN AL HCOEIMA,271.31500000000005,193.40960935272315
CAPI LAAYOUNE,POISSON PELAGIQUE,478156.05097999994,598724.39007,129046.48300000001,168319.22,LAAYOUNE SAKIA LHAMRA,120568.33909000002,25.215269961112153
CAPI LAAYOUNE,POISSON BLANC,33807.356199999995,35278.918,7797.061999999999,5327.044000000001,LAAYOUNE SAKIA LHAMRA,1471.5618000000031,4.352785799914171
HALLE IMESSOUANE,POISSON BLANC,11529.78473,13262.3125,293.1925,359.96849999999995,SOUSS MASSA,1732.5277700000006,15.026540482512555
HALLE IMESSOUANE,CEPHALOPODES,13100.40927,10650.43612,149.84199999999998,110.88850000000002,SOUSS MASSA,-2449.97315,-18.701500842500014
HALLE IMESSOUANE,POISSON PELAGIQUE,6129.1017999999995,5137.294919999999,1616.1950000000002,1417.74,SOUSS MASSA,-991.8068800000001,-16.18192864735907
HALLE IMESSOUANE,CRUSTACES,1993.83409,2898.6068,9.093900000000001,13.0219,SOUSS MASSA,904.77271,45.378535482859554
HALLE KAA ASRAS,POISSON BLANC,236.0,166.94,6.6690000000000005,4.122,TANGER TETOUAN AL HCOEIMA,-69.06,-29.262711864406782
HALLE KAA ASRAS,COQUILLAGES,0.0,1353.8519999999999,0.0,225.642,TANGER TETOUAN AL HCOEIMA,1353.8519999999999,0.0
HALLE KAA ASRAS,CEPHALOPODES,7445.3764999999985,6002.504000000002,92.78700000000002,67.48,TANGER TETOUAN AL HCOEIMA,-1442.8724999999968,-19.379443067788408
HALLE KAA ASRAS,POISSON PELAGIQUE,89.21000000000001,105.393,6.554,14.316,TANGER TETOUAN AL HCOEIMA,16.182999999999993,18.14034301087321
HALLE SIDI ABED,CEPHALOPODES,118.2,648.814,3.6470000000000002,7.7170000000000005,CASA SETTAT,530.6139999999999,448.91201353637894
HALLE SIDI ABED,COQUILLAGES,135.9,148.65,8.32,9.91,CASA SETTAT,12.75,9.381898454746135
HALLE SIDI ABED,ALGUES,7104.471,5301.3240000000005,2368.157,1767.108,CASA SETTAT,-1803.146999999999,-25.380454083069647
HALLE SIDI ABED,CRUSTACES,3258.9400000000005,1853.66,93.48899999999999,18.331000000000003,CASA SETTAT,-1405.2800000000004,-43.120769329904824
HALLE SIDI ABED,POISSON BLANC,5.359999999999999,7.9,0.109,0.09000000000000001,CASA SETTAT,2.540000000000001,47.38805970149256
HALLE SIDI ABED,POISSON PELAGIQUE,385.65,550.02,8.53,15.305,CASA SETTAT,164.37,42.621548035783746
HALLE TAROUMA,CEPHALOPODES,34892.850000000006,38394.6455,494.1,477.7505,LAAYOUNE SAKIA LHAMRA,3501.795499999993,10.03585405032834
HALLE TAROUMA,CRUSTACES,595.0,0.0,17.0,0.0,LAAYOUNE SAKIA LHAMRA,-595.0,-100.0
HALLE TAFEDNA,CEPHALOPODES,14728.692010000002,13459.9178,174.6705,145.134,MARRAKECH SAFI,-1268.7742100000032,-8.614303355237334
HALLE TAFEDNA,POISSON PELAGIQUE,83.97485,50.61663,8.41,5.414,MARRAKECH SAFI,-33.35822,-39.724060239464556
HALLE TAFEDNA,POISSON BLANC,7960.8833700000005,4168.01221,191.2515,98.394,MARRAKECH SAFI,-3792.8711600000006,-47.64384784599602
HALLE TAFEDNA,CRUSTACES,289.40633,197.827,1.521,0.9444999999999999,MARRAKECH SAFI,-91.57933000000003,-31.643858653679075
HALLE TAFEDNA,COQUILLAGES,2.61943,2.96259,0.16999999999999998,0.19699999999999998,MARRAKECH SAFI,0.34316000000000013,13.100560045506088
HALLE ASSILAH,POISSON BLANC,280.64200000000005,449.4730000000001,3.2590000000000003,5.840000000000001,TANGER TETOUAN AL HCOEIMA,168.83100000000007,60.158850065207645
HALLE ASSILAH,POISSON PELAGIQUE,2692.02,1655.961,53.577,33.647000000000006,TANGER TETOUAN AL HCOEIMA,-1036.059,-38.486303965052265
HALLE ASSILAH,CEPHALOPODES,194.80100000000002,766.346,3.567,10.134500000000001,TANGER TETOUAN AL HCOEIMA,571.545,293.3994178674647
HALLE IMOURANE,POISSON BLANC,0.433,2.525,0.021500000000000002,0.0215,SOUSS MASSA,2.092,483.14087759815243
HALLE IMOURANE,CEPHALOPODES,1475.201,1057.845,17.063,10.5655,SOUSS MASSA,-417.356,-28.29146672216193
HALLE IMOURANE,POISSON PELAGIQUE,7.101500000000001,12.743,1.7675,3.2475,SOUSS MASSA,5.6415,79.44096317679362
HALLE IMOURANE,CRUSTACES,0.0,177.378,0.0,4.794,SOUSS MASSA,177.378,0.0
CAPI SAFI,POISSON PELAGIQUE,153862.2301,174352.8382,47687.922999999995,51447.11899999999,MARRAKECH SAFI,20490.608100000012,13.317503643800373
CAPI SAFI,POISSON BLANC,0.0,43.83,0.0,13.736,MARRAKECH SAFI,43.83,0.0
HALLE BHIBEH,CEPHALOPODES,26463.236500000003,25000.1055,359.8715,290.5805,SOUSS MASSA,-1463.1310000000012,-5.528919336831688
HALLE BHIBEH,POISSON BLANC,163.30349999999999,4.8645,9.077,0.173,SOUSS MASSA,-158.439,-97.0211906052228
HALLE BHIBEH,CRUSTACES,0.09,0.0,0.0005,0.0,SOUSS MASSA,-0.09,-100.0
HALLE BHIBEH,POISSON PELAGIQUE,0.1895,0.381,0.0195,0.0635,SOUSS MASSA,0.1915,101.05540897097625
HALLE RKOUNT,CEPHALOPODES,770.3549899999999,818.98004,10.1825,10.766,GON,48.6250500000001,6.312031547949096
HALLE RKOUNT,POISSON BLANC,0.08,0.0,0.001,0.0,GON,-0.08,-100.0
HALLE BOUZNIKA,ALGUES,478.212,276.477,159.40400000000002,92.15899999999999,CASA SETTAT,-201.735,-42.18526511254423
HALLE BOUZNIKA,CEPHALOPODES,2244.621,1419.089,29.544000000000004,16.115000000000002,CASA SETTAT,-825.5320000000002,-36.77823561305005
HALLE BOUZNIKA,POISSON BLANC,13.0,0.0,0.16,0.0,CASA SETTAT,-13.0,-100.0
HALLE KSARSGHIR,POISSON BLANC,269.99100000000004,412.31299999999993,3.1690000000000005,3.823,TANGER TETOUAN AL HCOEIMA,142.3219999999999,52.71360897215087
HALLE KSARSGHIR,CEPHALOPODES,889.767,581.81,13.987999999999998,7.721,TANGER TETOUAN AL HCOEIMA,-307.9570000000001,-34.61097118683881
HALLE KSARSGHIR,POISSON PELAGIQUE,12090.651000000002,11010.461,208.42499999999998,197.47699999999998,TANGER TETOUAN AL HCOEIMA,-1080.1900000000023,-8.934092961578347
HALLE AMEGRIOU,ALGUES,1236.441,1781.25,412.14700000000005,593.75,LAAYOUNE SAKIA LHAMRA,544.809,44.062676666335065
HALLE AMEGRIOU,CEPHALOPODES,47161.02060999999,49447.94,578.1975,498.04599999999994,LAAYOUNE SAKIA LHAMRA,2286.91939000001,4.849172813522813
HALLE BELYOUNECH,POISSON PELAGIQUE,1162.458,643.845,22.777,14.187,TANGER TETOUAN AL HCOEIMA,-518.613,-44.613482809701516
HALLE BELYOUNECH,POISSON BLANC,94.96000000000001,77.943,0.577,0.438,TANGER TETOUAN AL HCOEIMA,-17.01700000000001,-17.92017691659647
HALLE BELYOUNECH,CEPHALOPODES,159.574,2.8925,1.96,0.037,TANGER TETOUAN AL HCOEIMA,-156.6815,-98.18736134959329
HALLE SIDIHSAINE,CEPHALOPODES,9278.837,9753.839,123.18749999999999,134.248,ORIENTALE,475.0020000000004,5.119197589094414
HALLE SIDIHSAINE,POISSON PELAGIQUE,248.157,255.73399999999998,6.1105,5.695,ORIENTALE,7.57699999999997,3.0533089939030407
HALLE CAPSIM,POISSON PELAGIQUE,0.0,10.5825,0.0,1.2585,SOUSS MASSA,10.5825,0.0
HALLE CAPSIM,POISSON BLANC,0.0,93.3825,0.0,2.6135,SOUSS MASSA,93.3825,0.0
